Tree Number	Desc Ui	Term
E06.780.346.760.500	D003780	Denture Repair
E06.780.346.760.550	D003781	Denture Retention
E06.780.346.850	D010158	Palatal Obturators
E06.780.346.875	D014093	Tooth, Artificial
E06.780.620	D018772	Dental Marginal Adaptation
E06.780.895	D014016	Tissue Conditioning (Dental)
E06.892	D013515	Surgery, Oral
E06.892.500	D057909	Orthognathic Surgery
E06.912	D013674	Technology, Dental
E06.912.115	D003735	Dental Casting Technique
E06.912.130	D003761	Dental Impression Technique
E06.912.145	D017267	Dental Prosthesis Design
E06.912.145.750	D059605	Dental Implant-Abutment Design
E06.912.160	D017269	Dental Prosthesis Repair
E06.912.190	D012994	Dental Soldering
E06.912.250	D003779	Denture Design
E06.912.275	D003821	Denture Identification Marking
E06.912.280	D003823	Denture Rebasing
E06.912.285	D003780	Denture Repair
E06.912.480	D060745	Gingival Retraction Techniques
E06.912.675	D016382	Orthodontic Appliance Design
E06.931	D019246	Tooth Preparation
E06.931.325	D003737	Dental Cavity Preparation
E06.931.475	D045662	Dental Etching
E06.931.475.111	D000134	Acid Etching, Dental
E06.931.625	D018915	Root Canal Preparation
E06.931.750	D019231	Tooth Preparation, Prosthodontic
E06.950	D014089	Tooth Remineralization
E07	D004864	Equipment and Supplies
E07.039	D061808	Air Filters
E07.079	D001273	Atmosphere Exposure Chambers
E07.101	D001458	Bandages
E07.101.036	D055052	Athletic Tape
E07.101.074	D047070	Bandages, Hydrocolloid
E07.101.150	D001684	Biological Dressings
E07.101.400	D058128	Compression Bandages
E07.101.400.500	D053828	Stockings, Compression
E07.101.650	D009779	Occlusive Dressings
E07.108	D000072296	Bathroom Equipment
E07.115	D019149	Bioreactors
E07.115.600	D058433	Photobioreactors
E07.123	D060166	Capillary Tubing
E07.132	D057785	Catheters
E07.132.125	D000072601	Cannula
E07.132.249	D061807	Catheter Obstruction
E07.132.500	D002408	Catheters, Indwelling
E07.132.625	D062885	Urinary Catheters
E07.132.750	D062666	Vascular Access Devices
E07.132.750.249	D062906	Cardiac Catheters
E07.132.750.500	D062905	Central Venous Catheters
E07.161	D058868	Compressed Air
E07.190	D003273	Contraceptive Devices
E07.190.250	D003274	Contraceptive Devices, Female
E07.190.250.260	D019111	Condoms, Female
E07.190.250.520	D007434	Intrauterine Devices
E07.190.250.520.520	D007436	Intrauterine Devices, Medicated
E07.190.250.520.520.300	D007435	Intrauterine Devices, Copper
E07.190.270	D003275	Contraceptive Devices, Male
E07.190.270.150	D017280	Condoms
E07.206	D003470	Culture Media
E07.206.250	D017077	Culture Media, Conditioned
E07.206.255	D016895	Culture Media, Serum-Free
E07.206.627	D054457	Tissue Scaffolds
E07.222	D003748	Dental Equipment
E07.222.104	D055117	Curing Lights, Dental
E07.222.210	D003725	Dental Articulators
E07.222.250	D003742	Dental Devices, Home Care
E07.222.376	D003754	Dental High-Speed Equipment
E07.222.501	D003762	Dental Instruments
E07.222.501.630	D008434	Matrix Bands
E07.222.670	D016733	Rubber Dams
E07.230	D019719	Diagnostic Equipment
E07.230.200	D056902	Clinical Alarms
E07.230.210	D062609	Electronic Nose
E07.230.220	D019723	Endoscopes
E07.230.220.040	D020677	Angioscopes
E07.230.220.060	D020679	Arthroscopes
E07.230.220.090	D020680	Bronchoscopes
E07.230.220.170	D020681	Colposcopes
E07.230.220.180	D020683	Culdoscopes
E07.230.220.190	D020684	Cystoscopes
E07.230.220.260	D020776	Endoscopes, Gastrointestinal
E07.230.220.260.140	D053705	Capsule Endoscopes
E07.230.220.260.160	D020685	Colonoscopes
E07.230.220.260.160.800	D020694	Sigmoidoscopes
E07.230.220.260.200	D020698	Duodenoscopes
E07.230.220.260.260	D020701	Esophagoscopes
E07.230.220.260.320	D020699	Gastroscopes
E07.230.220.260.680	D020700	Proctoscopes
E07.230.220.280	D020669	Fetoscopes
E07.230.220.390	D020702	Hysteroscopes
E07.230.220.520	D020706	Laparoscopes
E07.230.220.525	D020704	Laryngoscopes
E07.230.220.565	D020707	Mediastinoscopes
E07.230.220.707	D044582	Neuroendoscopes
E07.230.220.850	D020708	Thoracoscopes
E07.230.220.895	D020709	Ureteroscopes
E07.230.300	D000072936	Fitness Trackers
E07.230.380	D045268	Flowmeters
E07.230.460	D053581	Muscle Strength Dynamometer
E07.230.540	D019721	Ophthalmoscopes
E07.230.540.500	D042261	Retinoscopes
E07.230.540.750	D066167	Slit Lamp
E07.230.550	D019720	Otoscopes
E07.230.740	D019722	Sphygmomanometers
E07.230.740.100	D015924	Blood Pressure Monitors
E07.230.750	D019023	Stethoscopes
E07.241	D015194	Diffusion Chambers, Culture
E07.252	D004209	Disposable Equipment
E07.278	D004389	Durable Medical Equipment
E07.305	D055615	Electrical Equipment and Supplies
E07.305.061	D000669	Amplifiers, Electronic
E07.305.076	D062207	Brain-Computer Interfaces
E07.305.092	D055984	Cathode Ray Tube
E07.305.124	D011211	Electric Power Supplies
E07.305.124.150	D001674	Bioelectric Energy Sources
E07.305.245	D004559	Electric Wiring
E07.305.250	D004566	Electrodes
E07.305.250.159	D047548	Defibrillators
E07.305.250.159.175	D017147	Defibrillators, Implantable
E07.305.250.319	D004567	Electrodes, Implanted
E07.305.250.319.175	D017147	Defibrillators, Implantable
E07.305.250.319.381	D058542	Implantable Neurostimulators
E07.305.250.319.381.500	D058117	Neural Prostheses
E07.305.250.319.381.500.249	D038262	Auditory Brain Stem Implants
E07.305.250.319.381.500.500	D003054	Cochlear Implants
E07.305.250.471	D017736	Ion-Selective Electrodes
E07.305.250.500	D008839	Microelectrodes
E07.305.250.750	D010138	Pacemaker, Artificial
E07.305.250.750.500	D058409	Cardiac Resynchronization Therapy Devices
E07.305.296	D062609	Electronic Nose
E07.305.343	D055617	Micro-Electrical-Mechanical Systems
E07.305.343.500	D056656	Lab-On-A-Chip Devices
E07.305.625	D012666	Semiconductors
E07.305.625.714	D014173	Transistors, Electronic
E07.305.812	D014159	Transducers
E07.305.812.901	D014160	Transducers, Pressure
E07.315	D004633	Emergency Medical Tags
E07.325	D004865	Equipment and Supplies, Hospital
E07.325.068	D041342	Absorbent Pads
E07.325.068.124	D041382	Diapers, Adult
E07.325.068.249	D041381	Diapers, Infant
E07.325.068.500	D016496	Incontinence Pads
E07.325.137	D001512	Bedding and Linens
E07.325.137.750	D058636	Surgical Drapes
E07.325.220	D001513	Beds
E07.325.220.500	D058254	Stretchers
E07.325.409	D058637	Examination Tables
E07.325.473	D006775	Hospitals, Packaged
E07.325.569	D007186	Incubators, Infant
E07.325.662	D058638	Operating Tables
E07.325.755	D010357	Patient Isolators
E07.325.877	D058257	Surgical Attire
E07.325.877.500	D008397	Masks
E07.341	D000067190	Exoskeleton Device
E07.357	D053566	Feminine Hygiene Products
E07.357.500	D052576	Menstrual Hygiene Products
E07.357.750	D014622	Vaginal Creams, Foams, and Jellies
E07.420	D015902	Gamma Cameras
E07.427	D015920	Gas Scavengers
E07.430	D015905	Gastric Balloon
E07.440	D005676	Gravity Suits
E07.451	D000068998	Humidifiers
E07.461	D007185	Incubators
E07.461.487	D007186	Incubators, Infant
E07.490	D015370	Infant Equipment
E07.490.249	D057207	Child Restraint Systems
E07.490.500	D041361	Pacifiers
E07.505	D007260	Infusion Pumps
E07.505.254	D015918	Infusion Pumps, Implantable
E07.505.508	D007332	Insulin Infusion Systems
E07.515	D048228	Intermittent Pneumatic Compression Devices
E07.546	D019026	Medicine Chests
E07.553	D045423	Microbubbles
E07.560	D008851	Micropore Filters
E07.565	D008863	Microspheres
E07.595	D054118	Nanospheres
E07.605	D009330	Nebulizers and Vaporizers
E07.605.500	D058995	Dry Powder Inhalers
E07.605.750	D036501	Metered Dose Inhalers
E07.605.750.500	D036503	Inhalation Spacers
E07.612	D009339	Needles
E07.632	D055096	Optical Devices
E07.632.490	D007834	Lasers
E07.632.490.230	D054025	Lasers, Dye
E07.632.490.244	D054018	Lasers, Excimer
E07.632.490.367	D054020	Lasers, Gas
E07.632.490.480	D054023	Lasers, Semiconductor
E07.632.490.490	D053844	Lasers, Solid-State
E07.632.500	D007909	Lenses
E07.632.500.276	D003261	Contact Lenses
E07.632.500.276.360	D003263	Contact Lenses, Hydrophilic
E07.632.500.276.360.220	D003262	Contact Lenses, Extended-Wear
E07.632.500.300	D005139	Eyeglasses
E07.632.500.460	D007910	Lenses, Intraocular
E07.632.500.460.500	D054120	Phakic Intraocular Lenses
E07.632.750	D055100	Optical Fibers
E07.632.875	D061351	Telescopes
E07.652	D010106	Oxygenators
E07.652.582	D010107	Oxygenators, Membrane
E07.671	D019047	Phantoms, Imaging
E07.695	D019736	Prostheses and Implants
E07.695.025	D020341	Absorbable Implants
E07.695.050	D001186	Artificial Limbs
E07.695.075	D038262	Auditory Brain Stem Implants
E07.695.100	D001705	Bioprosthesis
E07.695.110	D001807	Blood Vessel Prosthesis
E07.695.125	D000069343	Bone-Implant Interface
E07.695.140	D018427	Breast Implants
E07.695.150	D003054	Cochlear Implants
E07.695.185	D015921	Dental Implants
E07.695.185.185	D019250	Dental Implants, Single-Tooth
E07.695.190	D017266	Dental Prosthesis
E07.695.190.088	D003442	Crowns
E07.695.190.088.500	D011176	Post and Core Technique
E07.695.190.175	D000044	Dental Abutments
E07.695.190.180	D016734	Dental Clasps
E07.695.190.185	D019094	Dental Prosthesis, Implant-Supported
E07.695.190.190	D003793	Dental Restoration, Permanent
E07.695.190.190.250	D058250	Dental Restoration Repair
E07.695.190.190.350	D007284	Inlays
E07.695.190.192	D003794	Dental Restoration, Temporary
E07.695.190.196	D003801	Dental Veneers
E07.695.190.200	D003778	Dentures
E07.695.190.200.200	D003819	Denture Bases
E07.695.190.200.205	D003824	Denture, Complete
E07.695.190.200.205.205	D003825	Denture, Complete, Immediate
E07.695.190.200.205.210	D003826	Denture, Complete, Lower
E07.695.190.200.205.215	D003827	Denture, Complete, Upper
E07.695.190.200.210	D003822	Denture Liners
E07.695.190.200.215	D003828	Denture, Overlay
E07.695.190.200.220	D003829	Denture, Partial
E07.695.190.200.220.220	D003830	Denture, Partial, Fixed
E07.695.190.200.220.220.220	D016379	Denture, Partial, Fixed, Resin-Bonded
E07.695.190.200.220.225	D003831	Denture, Partial, Immediate
E07.695.190.200.220.230	D003832	Denture, Partial, Removable
E07.695.190.200.220.235	D003833	Denture, Partial, Temporary
E07.695.190.200.220.245	D003834	Denture Precision Attachment
E07.695.190.600	D010158	Palatal Obturators
E07.695.190.610	D010515	Periodontal Prosthesis
E07.695.190.800	D014093	Tooth, Artificial
E07.695.202	D004567	Electrodes, Implanted
E07.695.202.175	D017147	Defibrillators, Implantable
E07.695.202.381	D058542	Implantable Neurostimulators
E07.695.202.381.500	D058117	Neural Prostheses
E07.695.202.381.500.249	D038262	Auditory Brain Stem Implants
E07.695.202.381.500.500	D003054	Cochlear Implants
E07.695.207	D057505	Embolic Protection Devices
E07.695.207.500	D016306	Vena Cava Filters
E07.695.225	D005137	Eye, Artificial
E07.695.237	D057918	Fiducial Markers
E07.695.250	D020327	Glaucoma Drainage Implants
E07.695.250.500	D018465	Molteno Implants
E07.695.300	D006354	Heart, Artificial
E07.695.300.300	D006353	Heart-Assist Devices
E07.695.310	D006350	Heart Valve Prosthesis
E07.695.340	D020007	Implants, Experimental
E07.695.370	D016268	Internal Fixators
E07.695.370.249	D001858	Bone Nails
E07.695.370.374	D001860	Bone Plates
E07.695.370.437	D001863	Bone Screws
E07.695.370.437.500	D065289	Pedicle Screws
E07.695.370.468	D001864	Bone Wires
E07.695.370.734	D053441	Suture Anchors
E07.695.400	D007595	Joint Prosthesis
E07.695.400.300	D058569	Elbow Prosthesis
E07.695.400.400	D006622	Hip Prosthesis
E07.695.400.410	D007720	Knee Prosthesis
E07.695.400.705	D061825	Metal-on-Metal Joint Prostheses
E07.695.400.852	D000072227	Shoulder Prosthesis
E07.695.450	D007831	Larynx, Artificial
E07.695.460	D007910	Lenses, Intraocular
E07.695.510	D008447	Maxillofacial Prosthesis
E07.695.510.500	D008341	Mandibular Prosthesis
E07.695.540	D020273	Orbital Implants
E07.695.550	D009998	Ossicular Prosthesis
E07.695.610	D015917	Penile Prosthesis
E07.695.680	D011474	Prosthesis Design
E07.695.680.550	D017797	Prosthesis Coloring
E07.695.698	D000070635	Punctal Plugs
E07.695.715	D055989	Septal Occluder Device
E07.695.750	D015607	Stents
E07.695.750.500	D054855	Drug-Eluting Stents
E07.695.750.750	D000069322	Self Expandable Metallic Stents
E07.695.752	D053825	Suburethral Slings
E07.695.800	D015625	Tissue Expansion Devices
E07.695.825	D054457	Tissue Scaffolds
E07.695.850	D016741	Urinary Sphincter, Artificial
E07.695.950	D057488	Visual Prosthesis
E07.700	D011482	Protective Devices
E07.700.100	D017278	Air Bags
E07.700.175	D057207	Child Restraint Systems
E07.700.250	D004430	Ear Protective Devices
E07.700.380	D006260	Head Protective Devices
E07.700.500	D008397	Masks
E07.700.500.450	D017214	Laryngeal Masks
E07.700.510	D057147	Mosquito Nets
E07.700.510.500	D057148	Insecticide-Treated Bednets
E07.700.520	D009064	Mouth Protectors
E07.700.560	D000067393	Personal Protective Equipment
E07.700.600	D011481	Protective Clothing
E07.700.600.400	D017575	Gloves, Protective
E07.700.600.400.400	D005932	Gloves, Surgical
E07.700.600.700	D019442	Space Suits
E07.700.700	D012134	Respiratory Protective Devices
E07.700.800	D012622	Seat Belts
E07.705	D045663	Quantum Dots
E07.710	D055618	Radiation Equipment and Supplies
E07.710.259	D057918	Fiducial Markers
E07.710.520	D007834	Lasers
E07.710.520.230	D054025	Lasers, Dye
E07.710.520.244	D054018	Lasers, Excimer
E07.710.520.367	D054020	Lasers, Gas
E07.710.520.480	D054023	Lasers, Semiconductor
E07.710.520.490	D053844	Lasers, Solid-State
E07.710.600	D009688	Nuclear Reactors
E07.710.600.500	D055848	Nuclear Power Plants
E07.710.680	D010315	Particle Accelerators
E07.710.680.250	D017357	Cyclotrons
E07.710.680.700	D017356	Synchrotrons
E07.710.725	D000072232	Radiation Dosimeters
E07.710.770	D011876	Radionuclide Generators
E07.715	D057233	Radio Frequency Identification Device
E07.720	D011933	Reagent Kits, Diagnostic
E07.720.720	D011934	Reagent Strips
E07.796	D012656	Self-Help Devices
E07.796.250	D003143	Communication Aids for Disabled
E07.796.980	D014910	Wheelchairs
E07.814	D012682	Sensory Aids
E07.814.458	D006310	Hearing Aids
E07.814.458.074	D038262	Auditory Brain Stem Implants
E07.814.458.150	D003054	Cochlear Implants
E07.858	D013523	Surgical Equipment
E07.858.082	D001187	Artificial Organs
E07.858.082.050	D001186	Artificial Limbs
E07.858.082.212	D021522	Bioartificial Organs
E07.858.082.374	D006354	Heart, Artificial
E07.858.082.374.300	D006353	Heart-Assist Devices
E07.858.082.458	D006355	Heart-Lung Machine
E07.858.082.505	D007260	Infusion Pumps
E07.858.082.505.254	D015918	Infusion Pumps, Implantable
E07.858.082.505.508	D007332	Insulin Infusion Systems
E07.858.082.585	D007688	Kidneys, Artificial
E07.858.082.595	D007831	Larynx, Artificial
E07.858.082.620	D019164	Liver, Artificial
E07.858.082.760	D019397	Pancreas, Artificial
E07.858.082.800	D017768	Skin, Artificial
E07.858.082.900	D016741	Urinary Sphincter, Artificial
E07.858.150	D015505	Chest Tubes
E07.858.195	D056805	Consciousness Monitors
E07.858.240	D019723	Endoscopes
E07.858.240.040	D020677	Angioscopes
E07.858.240.060	D020679	Arthroscopes
E07.858.240.090	D020680	Bronchoscopes
E07.858.240.170	D020681	Colposcopes
E07.858.240.180	D020683	Culdoscopes
E07.858.240.190	D020684	Cystoscopes
E07.858.240.260	D020776	Endoscopes, Gastrointestinal
E07.858.240.260.160	D020685	Colonoscopes
E07.858.240.260.160.800	D020694	Sigmoidoscopes
E07.858.240.260.200	D020698	Duodenoscopes
E07.858.240.260.260	D020701	Esophagoscopes
E07.858.240.260.320	D020699	Gastroscopes
E07.858.240.260.680	D020700	Proctoscopes
E07.858.240.280	D020669	Fetoscopes
E07.858.240.390	D020702	Hysteroscopes
E07.858.240.520	D020706	Laparoscopes
E07.858.240.525	D020704	Laryngoscopes
E07.858.240.565	D020707	Mediastinoscopes
E07.858.240.707	D044582	Neuroendoscopes
E07.858.240.850	D020708	Thoracoscopes
E07.858.240.895	D020709	Ureteroscopes
E07.858.421	D058638	Operating Tables
E07.858.442	D009983	Orthopedic Equipment
E07.858.442.050	D001186	Artificial Limbs
E07.858.442.250	D002183	Canes
E07.858.442.281	D003446	Crutches
E07.858.442.660	D009984	Orthopedic Fixation Devices
E07.858.442.660.430	D016267	External Fixators
E07.858.442.660.430.500	D002370	Casts, Surgical
E07.858.442.660.430.750	D013165	Splints
E07.858.442.660.460	D016268	Internal Fixators
E07.858.442.660.460.249	D001858	Bone Nails
E07.858.442.660.460.374	D001860	Bone Plates
E07.858.442.660.460.437	D001863	Bone Screws
E07.858.442.660.460.437.500	D065289	Pedicle Screws
E07.858.442.660.460.468	D001864	Bone Wires
E07.858.442.660.460.734	D053441	Suture Anchors
E07.858.442.743	D009989	Orthotic Devices
E07.858.442.743.159	D055052	Athletic Tape
E07.858.442.743.319	D001915	Braces
E07.858.442.743.659	D061826	Foot Orthoses
E07.858.442.980	D014853	Walkers
E07.858.499	D010570	Pessaries
E07.858.594	D058257	Surgical Attire
E07.858.594.500	D005932	Gloves, Surgical
E07.858.594.750	D008397	Masks
E07.858.642	D058636	Surgical Drapes
E07.858.690	D053831	Surgical Fixation Devices
E07.858.690.725	D009984	Orthopedic Fixation Devices
E07.858.690.725.430	D016267	External Fixators
E07.858.690.725.430.500	D002370	Casts, Surgical
E07.858.690.725.430.750	D013165	Splints
E07.858.690.725.460	D016268	Internal Fixators
E07.858.690.725.460.249	D001858	Bone Nails
E07.858.690.725.460.374	D001860	Bone Plates
E07.858.690.725.460.437	D001863	Bone Screws
E07.858.690.725.460.437.500	D065289	Pedicle Screws
E07.858.690.725.460.468	D001864	Bone Wires
E07.858.690.725.460.734	D053441	Suture Anchors
E07.858.690.800	D053832	Surgical Tape
E07.858.690.820	D013537	Sutures
E07.858.690.820.250	D002398	Catgut
E07.858.690.860	D014014	Tissue Adhesives
E07.858.690.930	D065506	Vascular Closure Devices
E07.858.700	D013525	Surgical Instruments
E07.858.700.650	D009772	Obstetrical Forceps
E07.858.700.750	D013528	Surgical Staplers
E07.858.708	D013526	Surgical Mesh
E07.858.740	D015503	Surgical Sponges
E07.858.740.300	D005781	Gelatin Sponge, Absorbable
E07.858.826	D013630	Tampons, Surgical
E07.858.886	D015625	Tissue Expansion Devices
E07.858.925	D014340	Trusses
E07.862	D019738	Surgically-Created Structures
E07.862.200	D039021	Colonic Pouches
E07.862.700	D019739	Skeletal Muscle Ventricle
E07.862.710	D013524	Surgical Flaps
E07.862.710.500	D058752	Free Tissue Flaps
E07.862.710.625	D064827	Myocutaneous Flap
E07.862.710.750	D061525	Perforator Flap
